lot_frontage,lot_area,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,roof_matl,roof_style,street,land_contour,land_slope,lot_config,lot_shape,garage_type,exter_cond,exter_qual,bsmt_exposure,bldg_type,saleprice
75.0,9525,1995,2006,0.0,0.0,0.0,1099.0,1099.0,1099,0,0,1099,352.0,278,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,144000
,8880,1994,2002,0.0,695.0,0.0,253.0,948.0,1222,888,0,2110,463.0,0,130,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,205000
82.0,8410,1974,1974,0.0,924.0,0.0,46.0,970.0,1026,0,0,1026,528.0,193,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,Av,1Fam,143000
42.0,4385,2001,2001,0.0,964.0,0.0,455.0,1419.0,1419,0,0,1419,588.0,155,58,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Av,TwnhsE,290000
100.0,12919,2009,2010,760.0,2188.0,0.0,142.0,2330.0,2364,0,0,2364,820.0,0,67,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Ex,Gd,1Fam,611657
82.0,12464,1996,1996,0.0,732.0,0.0,308.0,1040.0,1040,0,0,1040,576.0,168,0,0,0,0,0,CompShg,Gable,Pave,Low,Mod,Corner,IR2,Detchd,Gd,TA,No,1Fam,152000
43.0,5005,1992,1992,0.0,263.0,0.0,1017.0,1280.0,1280,0,0,1280,506.0,0,82,0,0,144,0,CompShg,Gable,Pave,HLS,Gtl,Inside,IR1,Attchd,TA,Gd,No,TwnhsE,191500
76.0,9591,2004,2005,344.0,0.0,0.0,1143.0,1143.0,1143,1330,0,2473,852.0,192,151,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,Gd,Av,1Fam,317000
70.0,6960,1940,1998,0.0,258.0,0.0,422.0,680.0,798,504,0,1302,224.0,0,0,0,0,126,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,165250
75.0,9825,1966,1966,0.0,609.0,0.0,483.0,1092.0,1092,0,0,1092,264.0,259,0,0,0,161,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,123000
88.0,14175,1956,1956,0.0,776.0,0.0,212.0,988.0,1188,0,0,1188,621.0,102,89,231,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Gd,1Fam,185000
74.0,7400,1962,1962,0.0,809.0,0.0,236.0,1045.0,1045,0,0,1045,528.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,TA,TA,No,1Fam,120000
88.0,10738,1966,1966,0.0,792.0,0.0,301.0,1093.0,1093,0,0,1093,484.0,224,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,No,1Fam,158500
65.0,8366,2004,2004,0.0,0.0,0.0,798.0,798.0,798,842,0,1640,520.0,138,45,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,173000
70.0,9842,1962,1962,0.0,0.0,0.0,0.0,0.0,1224,0,0,1224,462.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,FR2,Reg,CarPort,TA,TA,,Duplex,101800
60.0,7200,1936,2007,0.0,350.0,210.0,0.0,560.0,575,560,0,1135,576.0,256,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,Gd,Gd,No,1Fam,155000
60.0,10230,1925,1950,0.0,0.0,0.0,1054.0,1054.0,1078,0,0,1078,264.0,0,0,0,0,112,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,125000
52.0,8626,1956,1956,1.0,0.0,0.0,0.0,0.0,968,0,0,968,331.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,,1Fam,104500
74.0,8834,2004,2005,216.0,1170.0,0.0,292.0,1462.0,1462,762,0,2224,738.0,184,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,350000
60.0,8544,1950,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,1040,400.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,,Duplex,93500
68.0,9179,1999,1999,158.0,633.0,0.0,240.0,873.0,882,908,0,1790,588.0,0,88,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,193000
79.0,11526,1922,1994,0.0,0.0,0.0,588.0,588.0,1423,748,384,2555,672.0,431,0,0,0,0,0,CompShg,Gable,Pave,Bnk,Mod,Inside,IR1,Detchd,TA,TA,No,1Fam,191000
70.0,5684,1930,2005,0.0,0.0,0.0,813.0,813.0,813,0,0,813,270.0,0,113,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,110000
,11885,2001,2001,108.0,990.0,0.0,309.0,1299.0,1299,573,0,1872,531.0,160,122,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,Gd,Av,1Fam,261500
80.0,9600,1956,1956,0.0,504.0,0.0,546.0,1050.0,1050,0,0,1050,338.0,0,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,128900
114.0,17242,1993,1994,738.0,292.0,1393.0,48.0,1733.0,1933,1567,0,3500,959.0,870,86,0,0,210,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Attchd,Gd,Gd,Gd,1Fam,584500
75.0,10215,1954,1954,132.0,492.0,0.0,372.0,864.0,948,0,0,948,248.0,0,0,0,0,0,0,CompShg,Hip,Pave,Bnk,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,111000
60.0,8550,1926,1950,0.0,0.0,0.0,750.0,750.0,960,356,0,1316,576.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,90000
,18450,1965,1979,113.0,187.0,723.0,111.0,1021.0,1465,915,0,2380,596.0,0,265,0,0,0,0,Tar&Grv,Flat,Pave,Lvl,Gtl,Inside,IR1,CarPort,Gd,TA,No,1Fam,129000
,14778,1954,2006,72.0,728.0,0.0,568.0,1296.0,1640,0,0,1640,924.0,108,0,0,216,0,0,CompShg,Hip,Pave,Low,Gtl,CulDSac,IR1,Detchd,TA,Gd,No,1Fam,224000
30.0,3180,2005,2005,0.0,390.0,0.0,210.0,600.0,600,600,0,1200,480.0,0,166,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,Gd,No,TwnhsE,165000
52.0,3068,1920,1993,0.0,0.0,0.0,662.0,662.0,662,662,0,1324,180.0,0,0,112,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,Gd,TA,No,1Fam,122000
68.0,8298,2006,2007,,583.0,0.0,963.0,1546.0,1564,0,0,1564,502.0,132,0,0,0,0,0,CompShg,Hip,Pave,HLS,Gtl,Inside,IR1,Attchd,TA,Gd,Av,1Fam,267300
104.0,13518,2008,2009,860.0,0.0,0.0,1926.0,1926.0,1966,1174,0,3140,820.0,144,78,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,Ex,No,1Fam,485000
90.0,33120,1962,1962,0.0,0.0,0.0,1595.0,1595.0,1611,875,0,2486,576.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR3,Detchd,TA,TA,No,1Fam,220000
,13142,1997,1997,128.0,688.0,0.0,176.0,864.0,872,899,0,1771,600.0,0,96,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,TA,No,1Fam,215700
107.0,11362,2004,2005,42.0,1039.0,0.0,797.0,1836.0,1836,0,0,1836,862.0,125,185,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Mn,1Fam,280000
92.0,10845,2003,2004,504.0,1149.0,0.0,454.0,1603.0,1575,0,0,1575,732.0,216,28,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Attchd,TA,Gd,Mn,1Fam,284000
21.0,1936,1970,1970,0.0,131.0,499.0,0.0,630.0,630,0,0,630,0.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,TA,TA,Av,Twnhs,84500
80.0,9760,1963,1984,218.0,717.0,263.0,415.0,1395.0,1395,0,0,1395,440.0,657,0,113,0,240,0,CompShg,Hip,Pave,Lvl,Mod,Inside,Reg,Attchd,TA,TA,Gd,1Fam,192000
66.0,3960,1930,1950,0.0,0.0,0.0,502.0,502.0,502,502,0,1004,200.0,280,0,68,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,105000
70.0,9100,2004,2005,0.0,24.0,0.0,1836.0,1860.0,1836,0,0,1836,484.0,120,33,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,216837
80.0,9600,1960,1960,203.0,658.0,0.0,638.0,1296.0,1496,0,0,1496,450.0,0,22,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Fa,Fa,No,1Fam,141500
57.0,9764,1967,2003,0.0,702.0,0.0,192.0,894.0,894,0,0,894,450.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,FR2,IR1,Attchd,TA,TA,No,1Fam,130000
60.0,8430,1978,1978,136.0,616.0,0.0,424.0,1040.0,1040,0,0,1040,0.0,0,0,0,0,0,0,CompShg,Gable,Pave,HLS,Mod,Inside,Reg,,TA,TA,No,1Fam,124000
50.0,9060,1923,1999,0.0,548.0,0.0,311.0,859.0,942,886,0,1828,,174,0,212,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,150909
66.0,12778,1952,2003,0.0,658.0,0.0,350.0,1008.0,1008,0,0,1008,280.0,0,154,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,139500
60.0,8172,1955,1955,0.0,682.0,0.0,182.0,864.0,864,0,0,864,528.0,196,0,0,0,0,0,CompShg,Gable,Pave,HLS,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,79275
64.0,9037,2006,2006,32.0,428.0,0.0,1048.0,1476.0,1484,0,0,1484,472.0,120,33,0,0,0,0,CompShg,Hip,Pave,HLS,Gtl,Inside,IR1,Attchd,TA,Gd,Av,1Fam,265900
52.0,6292,1930,1950,0.0,384.0,0.0,384.0,768.0,790,0,0,790,160.0,0,141,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,Reg,Detchd,TA,TA,Mn,1Fam,91000
85.0,11900,1977,1977,157.0,400.0,0.0,722.0,1122.0,946,988,0,1934,567.0,0,176,0,0,200,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,185000
70.0,7945,1959,1959,0.0,179.0,506.0,465.0,1150.0,1150,0,0,1150,300.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,141000
134.0,16659,2007,2008,0.0,0.0,0.0,1582.0,1582.0,1582,570,0,2152,728.0,0,368,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Detchd,TA,Gd,No,1Fam,260116
50.0,9340,1941,1950,0.0,344.0,0.0,328.0,672.0,672,0,0,672,234.0,0,113,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,113000
,11454,1995,1995,302.0,770.0,0.0,631.0,1401.0,1511,0,0,1511,811.0,168,42,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR2,Attchd,TA,Gd,Gd,1Fam,225000
80.0,8480,1945,1950,0.0,700.0,0.0,93.0,793.0,793,0,0,793,240.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,Gd,TA,No,1Fam,113000
65.0,6305,1975,1975,0.0,528.0,0.0,480.0,1008.0,1096,0,0,1096,352.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,Av,1Fam,125200
82.0,9709,2007,2007,120.0,778.0,0.0,140.0,918.0,958,1142,0,2100,786.0,172,104,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,Ex,Gd,1Fam,319500
60.0,10930,1945,1950,0.0,580.0,0.0,333.0,913.0,1048,510,0,1558,288.0,0,0,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,140000
,50102,1958,1958,0.0,909.0,0.0,723.0,1632.0,1650,0,0,1650,518.0,0,0,0,0,138,0,Tar&Grv,Gable,Pave,Low,Mod,Inside,IR1,Attchd,TA,TA,Gd,1Fam,250764
74.0,8899,2007,2007,108.0,40.0,0.0,908.0,948.0,948,1140,0,2088,656.0,100,24,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,Ex,Av,1Fam,250000
65.0,10237,2005,2006,0.0,0.0,0.0,768.0,768.0,768,768,0,1536,400.0,100,38,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,176000
80.0,9736,1957,1969,289.0,668.0,138.0,525.0,1331.0,1721,0,0,1721,464.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,174850
24.0,2364,1978,1978,0.0,320.0,0.0,484.0,804.0,804,744,0,1548,440.0,108,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,TwnhsE,147000
55.0,7892,1979,1979,0.0,0.0,0.0,918.0,918.0,918,0,0,918,264.0,28,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,TwnhsE,99500
95.0,12350,2009,2009,0.0,986.0,0.0,379.0,1365.0,1365,1325,0,2690,864.0,0,197,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,398800
62.0,7917,1999,2000,0.0,0.0,0.0,953.0,953.0,953,694,0,1647,460.0,0,40,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,175000
60.0,7200,1954,1954,0.0,0.0,0.0,825.0,825.0,825,0,0,825,350.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,109500
,12155,1970,1970,0.0,1237.0,0.0,420.0,1657.0,1657,0,0,1657,484.0,0,0,0,0,147,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR3,Attchd,TA,TA,No,1Fam,163500
,7446,1941,1950,0.0,266.0,0.0,522.0,788.0,788,0,0,788,0.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,,TA,TA,No,1Fam,100000
105.0,11025,1992,1993,692.0,1118.0,0.0,216.0,1334.0,1520,1306,0,2826,888.0,177,208,186,0,0,0,CompShg,Gable,Pave,HLS,Mod,Inside,Reg,Attchd,TA,Gd,Gd,1Fam,334000
65.0,7832,1968,1968,0.0,775.0,0.0,89.0,864.0,864,0,0,864,280.0,226,0,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,137250
134.0,19378,2005,2006,456.0,57.0,0.0,1335.0,1392.0,1392,1070,0,2462,576.0,239,132,0,168,0,0,CompShg,Gable,Pave,HLS,Gtl,Corner,IR1,Attchd,TA,Gd,Mn,1Fam,320000
,9830,1959,2006,0.0,72.0,258.0,733.0,1063.0,1287,0,0,1287,576.0,364,17,0,0,182,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,IR1,Detchd,Gd,TA,No,1Fam,162000
,4403,2009,2009,432.0,578.0,0.0,892.0,1470.0,1478,0,0,1478,484.0,0,144,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR2,Attchd,TA,Ex,Av,1Fam,222000
,8174,2003,2003,0.0,494.0,0.0,204.0,698.0,698,644,0,1342,393.0,100,56,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,178000
60.0,7200,1940,1992,294.0,510.0,0.0,278.0,788.0,804,0,0,804,240.0,0,0,154,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,Gd,TA,No,1Fam,119000
69.0,7590,1962,1962,288.0,540.0,0.0,324.0,864.0,876,936,0,1812,264.0,0,168,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,169500
,8795,2000,2000,0.0,300.0,0.0,652.0,952.0,980,1276,0,2256,554.0,224,54,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,Gd,No,1Fam,236000
44.0,3843,2007,2008,186.0,1476.0,0.0,120.0,1596.0,1648,0,0,1648,525.0,162,53,0,153,0,0,CompShg,Hip,Pave,HLS,Mod,Inside,IR1,Attchd,TA,Ex,Gd,TwnhsE,294464
85.0,11075,1969,1969,0.0,500.0,276.0,176.0,952.0,1092,1020,0,2112,576.0,280,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,Mn,1Fam,206900
76.0,10142,2004,2004,0.0,656.0,0.0,300.0,956.0,956,1128,0,2084,618.0,0,45,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,Gd,No,1Fam,233000
56.0,7741,1924,1950,0.0,143.0,72.0,817.0,1032.0,1032,0,0,1032,280.0,0,0,112,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,108000
65.0,8139,1995,1996,119.0,476.0,0.0,204.0,680.0,680,790,0,1470,420.0,192,49,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,TA,No,1Fam,165000
45.0,8982,1977,1977,0.0,539.0,0.0,501.0,1040.0,1040,0,0,1040,748.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR1,Detchd,TA,TA,Av,1Fam,134900
51.0,6120,1939,1950,0.0,0.0,0.0,884.0,884.0,884,0,0,884,240.0,0,0,136,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,Gd,No,1Fam,113000
70.0,16561,1996,1996,0.0,549.0,0.0,548.0,1097.0,1097,0,0,1097,242.0,306,0,0,0,0,0,CompShg,Gable,Pave,Low,Mod,Inside,IR2,Attchd,TA,TA,No,1Fam,147900
56.0,4060,1922,1950,0.0,0.0,0.0,864.0,864.0,864,0,0,864,0.0,0,96,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,,TA,TA,No,1Fam,99900
24.0,2308,1975,1975,0.0,286.0,294.0,275.0,855.0,855,601,0,1456,460.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,FR2,Reg,Attchd,TA,TA,No,TwnhsE,143000
52.0,6240,1934,1950,0.0,0.0,0.0,816.0,816.0,816,0,360,1176,528.0,112,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,1Fam,114500
,8789,1967,1967,0.0,659.0,0.0,253.0,912.0,941,0,0,941,288.0,64,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,Mn,1Fam,129200
64.0,5587,2008,2008,186.0,1480.0,0.0,120.0,1600.0,1652,0,0,1652,482.0,162,53,0,153,0,0,CompShg,Hip,Pave,HLS,Mod,Inside,IR1,Attchd,TA,Ex,Gd,TwnhsE,392500
66.0,9042,1941,2006,0.0,275.0,0.0,877.0,1152.0,1188,1152,0,2340,252.0,0,60,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,Ex,No,1Fam,266500
57.0,8923,1998,1998,0.0,189.0,0.0,195.0,384.0,751,631,0,1382,396.0,256,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,Gd,No,1Fam,177500
75.0,12518,1968,1968,182.0,532.0,0.0,476.0,1008.0,1008,0,0,1008,384.0,144,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,TA,No,1Fam,139500
85.0,11069,2007,2007,0.0,0.0,0.0,608.0,608.0,608,788,0,1396,440.0,100,36,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,BuiltIn,TA,Gd,No,1Fam,170000
80.0,8800,1964,1997,306.0,414.0,0.0,431.0,845.0,845,1309,0,2154,539.0,0,0,0,0,161,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,TA,No,1Fam,224500
96.0,13262,2003,2004,186.0,0.0,0.0,1082.0,1082.0,1105,1295,0,2400,730.0,114,40,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,BuiltIn,TA,Gd,No,1Fam,290000
,7758,1931,1950,600.0,224.0,0.0,816.0,1040.0,1226,592,0,1818,240.0,0,0,0,0,184,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Detchd,Fa,TA,No,1Fam,169500
43.0,12118,2004,2005,108.0,0.0,0.0,1710.0,1710.0,1710,0,0,1710,550.0,100,48,0,0,180,0,CompShg,Hip,Pave,Lvl,Gtl,CulDSac,IR1,Attchd,TA,Gd,Mn,1Fam,240000
80.0,9600,1955,1955,176.0,368.0,0.0,710.0,1078.0,1150,0,0,1150,288.0,0,0,0,0,175,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,Reg,Attchd,Gd,TA,No,1Fam,144000
100.0,9500,1964,1978,272.0,442.0,0.0,374.0,816.0,1127,850,0,1977,540.0,0,52,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,TA,No,1Fam,165000
50.0,7175,1990,1991,0.0,0.0,0.0,1332.0,1332.0,1332,0,0,1332,542.0,0,60,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,TwnhsE,145000
,11200,1964,1964,0.0,0.0,0.0,1250.0,1250.0,1298,0,0,1298,504.0,0,144,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,CulDSac,IR1,Detchd,Fa,TA,Mn,1Fam,114000
110.0,14226,2006,2006,375.0,0.0,0.0,1935.0,1935.0,1973,0,0,1973,895.0,315,45,0,0,0,0,CompShg,Hip,Pave,Lvl,Gtl,Corner,Reg,Attchd,TA,Gd,Av,1Fam,395000
24.0,2760,1973,1973,514.0,0.0,0.0,525.0,525.0,525,567,0,1092,440.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,TwnhsE,105500
85.0,11050,1998,1999,0.0,615.0,0.0,434.0,1049.0,1036,880,0,1916,741.0,0,70,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,254900
60.0,7200,1950,1950,0.0,432.0,0.0,432.0,864.0,1238,0,0,1238,357.0,0,171,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,102000
79.0,12420,2001,2001,0.0,666.0,0.0,278.0,944.0,944,896,0,1840,622.0,0,45,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,No,1Fam,230000
51.0,6120,1920,2004,0.0,0.0,0.0,939.0,939.0,939,574,0,1513,180.0,24,0,150,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,Mn,1Fam,137500
55.0,7111,1928,1983,0.0,406.0,273.0,329.0,1008.0,1143,0,0,1143,288.0,265,0,0,0,0,0,CompShg,Gable,Pave,Bnk,Gtl,Inside,IR1,Detchd,Gd,Gd,No,1Fam,138000
66.0,19255,1983,1983,100.0,70.0,450.0,0.0,520.0,1338,0,0,1338,576.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,Av,1Fam,156500
70.0,8120,1970,1970,0.0,191.0,0.0,673.0,864.0,864,0,0,864,463.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,Gd,TA,No,1Fam,124500
92.0,11952,1977,1977,0.0,0.0,0.0,808.0,808.0,1161,808,0,1969,534.0,0,0,0,0,276,0,WdShake,Mansard,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,TA,No,1Fam,190000
43.0,3182,2007,2007,16.0,0.0,0.0,1266.0,1266.0,1266,0,0,1266,388.0,100,16,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Attchd,TA,Gd,Av,1Fam,159895
51.0,9842,1921,1998,0.0,0.0,0.0,612.0,612.0,990,1611,0,2601,621.0,183,0,301,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,BuiltIn,TA,TA,No,1Fam,189000
,8020,1964,1964,0.0,644.0,0.0,268.0,912.0,912,0,0,912,0.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,,TA,TA,No,1Fam,124000
,11341,1957,1996,180.0,1302.0,0.0,90.0,1392.0,1392,0,0,1392,528.0,0,0,0,0,95,0,CompShg,Hip,Pave,Lvl,Gtl,Inside,IR1,Detchd,TA,TA,No,1Fam,121500
76.0,12436,1957,1957,0.0,0.0,0.0,1824.0,1824.0,1824,0,0,1824,484.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,Detchd,TA,TA,No,Duplex,146000
75.0,12192,2000,2001,0.0,663.0,0.0,265.0,928.0,928,895,0,1823,626.0,192,36,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Attchd,TA,Gd,No,1Fam,235000
44.0,3842,2004,2005,186.0,1564.0,0.0,30.0,1594.0,1646,0,0,1646,525.0,128,53,0,0,155,0,CompShg,Hip,Pave,HLS,Mod,Inside,IR1,Attchd,TA,Gd,Gd,TwnhsE,300000
21.0,1936,1970,1970,0.0,0.0,0.0,546.0,546.0,546,546,0,1092,0.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,Reg,,TA,TA,No,Twnhs,90500
74.0,13101,1965,1965,108.0,231.0,0.0,1497.0,1728.0,1728,0,0,1728,576.0,0,0,0,0,0,0,CompShg,Gable,Pave,Lvl,Gtl,Inside,IR1,Detchd,TA,TA,No,Duplex,142600
